Enter QFE SDK License Key: 
QFE SDK Version: 1.1.5

Activating license and initializing SDK...
License activated and SDK initialized!

Maximum instances allowed by license: 100

Select processing mode:
  1. CPU (default)
  2. GPU (requires CUDA)
Enter choice [1/2]: CPU mode selected

Number of SDK instances to create:
  - More instances = higher parallel processing capacity
  - Each instance uses additional memory
Enter number of instances [1-100] (default: 1): Using 1 instance(s)

Enter model path (default: ./model): Using model path: C:\Users\sypark5\TestAgent\qfe-api-server-no-license\model

Enter database path (default: ./face_database.db): Using database: C:\Users\sypark5\TestAgent\qfe-api-server-no-license\face_database.db

Loading models from: C:\Users\sypark5\TestAgent\qfe-api-server-no-license\model
Database loaded: C:\Users\sypark5\TestAgent\qfe-api-server-no-license\face_database.db
CFG load: system_parameter.cfg
QFE SDK initialized successfully!
2026/04/22 10:26:55 WARNING: CORS is set to allow all origins (*). Set QFE_CORS_ORIGINS for production.
2026/04/22 10:26:55 Starting QFE API server on 0.0.0.0:8080
[GIN] 2026/04/22 - 10:27:19 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/matching-threshold"
[GIN] 2026/04/22 - 10:27:19 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/matching-threshold"
[GIN] 2026/04/22 - 10:27:19 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/matching-threshold"
[GIN] 2026/04/22 - 10:27:19 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/matching-threshold"
[GIN] 2026/04/22 - 10:27:19 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/matching-threshold"
[GIN] 2026/04/22 - 10:27:19 | 200 |       367.4µs |       127.0.0.1 | POST     "/api/v2/matching-threshold"
[GIN] 2026/04/22 - 10:27:19 | 200 |            0s |       127.0.0.1 | GET      "/health"
[GIN] 2026/04/22 - 10:27:19 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/matching-threshold"
[GIN] 2026/04/22 - 10:27:19 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/matching-threshold"
[GIN] 2026/04/22 - 10:27:19 | 200 |            0s |       127.0.0.1 | GET      "/health"
[GIN] 2026/04/22 - 10:27:19 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/matching-threshold"
[GIN] 2026/04/22 - 10:27:19 | 200 |       440.6µs |       127.0.0.1 | GET      "/health"
[GIN] 2026/04/22 - 10:27:19 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/matching-threshold"
[GIN] 2026/04/22 - 10:27:19 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/matching-threshold"
[GIN] 2026/04/22 - 10:27:19 | 200 |            0s |       127.0.0.1 | GET      "/health"
[GIN] 2026/04/22 - 10:27:19 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/matching-threshold"
[GIN] 2026/04/22 - 10:27:19 | 200 |            0s |       127.0.0.1 | GET      "/health"
[GIN] 2026/04/22 - 10:27:19 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/matching-threshold"
[GIN] 2026/04/22 - 10:27:19 | 200 |            0s |       127.0.0.1 | GET      "/health"
[GIN] 2026/04/22 - 10:27:19 | 200 |       388.7µs |       127.0.0.1 | POST     "/api/v2/matching-threshold"
[GIN] 2026/04/22 - 10:27:19 | 200 |            0s |       127.0.0.1 | GET      "/health"
[GIN] 2026/04/22 - 10:27:19 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/matching-threshold"
[GIN] 2026/04/22 - 10:27:19 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/matching-threshold"
[GIN] 2026/04/22 - 10:27:19 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/matching-threshold"
[GIN] 2026/04/22 - 10:27:20 | 200 |      2.1167ms |       127.0.0.1 | POST     "/api/v2/max-face"
[GIN] 2026/04/22 - 10:27:20 | 200 |       534.5µs |       127.0.0.1 | POST     "/api/v2/max-face"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/max-face"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/max-face"
[GIN] 2026/04/22 - 10:27:20 | 200 |        1.06ms |       127.0.0.1 | POST     "/api/v2/max-face"
[GIN] 2026/04/22 - 10:27:20 | 200 |       723.7µs |       127.0.0.1 | POST     "/api/v2/max-face"
[GIN] 2026/04/22 - 10:27:20 | 200 |       503.5µs |       127.0.0.1 | POST     "/api/v2/max-face"
[GIN] 2026/04/22 - 10:27:20 | 200 |     21.2595ms |       127.0.0.1 | POST     "/api/v2/multi-detect"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/multi-detect"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/multi-detect"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/multi-detect"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/multi-detect"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/multi-detect"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/multi-detect"
[GIN] 2026/04/22 - 10:27:20 | 200 |       425.4µs |       127.0.0.1 | POST     "/api/v2/multi-detect"
[GIN] 2026/04/22 - 10:27:20 | 200 |         349µs |       127.0.0.1 | POST     "/api/v2/multi-detect"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/multi-detect"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/multi-detect"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/multi-detect"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/multi-detect"
[GIN] 2026/04/22 - 10:27:20 | 200 |     18.2181ms |       127.0.0.1 | POST     "/api/v2/multi-detect"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/multi-detect"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/multi-detect"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/reset-config"
[GIN] 2026/04/22 - 10:27:20 | 200 |       504.7µs |       127.0.0.1 | POST     "/api/v2/save-config"
[GIN] 2026/04/22 - 10:27:20 | 200 |     19.9161ms |       127.0.0.1 | POST     "/api/v2/validate-image"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | GET      "/health"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/validate-image"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/validate-image"
[GIN] 2026/04/22 - 10:27:20 | 200 |     18.3552ms |       127.0.0.1 | POST     "/api/v2/validate-image"
[GIN] 2026/04/22 - 10:27:20 | 200 |     21.4518ms |       127.0.0.1 | POST     "/api/v2/verify"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | GET      "/health"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/verify"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/verify"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/verify"
[GIN] 2026/04/22 - 10:27:20 | 200 |     16.8098ms |       127.0.0.1 | POST     "/api/v2/verify"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | GET      "/health"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/verify"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | GET      "/health"
[GIN] 2026/04/22 - 10:27:20 | 200 |     21.5452ms |       127.0.0.1 | POST     "/api/v2/verify"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | GET      "/health"
[GIN] 2026/04/22 - 10:27:20 | 200 |      3.7963ms |       127.0.0.1 | POST     "/api/v2/verify"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/verify"
[GIN] 2026/04/22 - 10:27:20 | 200 |     28.6331ms |       127.0.0.1 | POST     "/api/v2/verify"
[GIN] 2026/04/22 - 10:27:20 | 200 |            0s |       127.0.0.1 | POST     "/api/v2/verify"
